page_url,h1,first_paragraph,outgoing_link_urls,image_urls
https://wagslane.dev,Lane’s Blog,,https://wagslane.dev/;https://wagslane.dev/tags/;https://wagslane.dev/about/;https://wagslane.dev/index.xml;https://wagslane.dev/;https://wagslane.dev/tags/;https://wagslane.dev/about/;https://wagslane.dev/index.xml;https://boot.dev/;https://wagslane.dev/posts/zen-of-proverbs/;https://wagslane.dev/posts/college-a-solution-in-search-of-a-problem/;https://wagslane.dev/posts/guard-keyword-error-handling-golang/;https://wagslane.dev/posts/no-one-does-devops/;https://wagslane.dev/posts/developers-learn-to-say-no/;https://wagslane.dev/posts/dark-patterns/;https://wagslane.dev/posts/func-y-json-api/;https://wagslane.dev/posts/seo-is-a-scam-job/;https://wagslane.dev/posts/things-i-dont-want-to-do-to-grow-business/;https://wagslane.dev/posts/what-a-crazy-religion/;https://wagslane.dev/posts/collapsing-quality-of-devto/;https://wagslane.dev/posts/keep-your-data-raw-at-rest/;https://wagslane.dev/posts/continuous-deployments-arent-continuous-disruptions/;https://wagslane.dev/posts/kanban-vs-scrum/;https://wagslane.dev/posts/gos-major-version-handling/;https://wagslane.dev/posts/optimize-for-simplicit-first/;https://wagslane.dev/posts/go-struct-ordering/;https://wagslane.dev/posts/managers-that-cant-code/;https://wagslane.dev/posts/leave-scrum-to-rugby/;https://wagslane.dev/posts/a-case-against-a-case-for-the-book-of-mormon/;https://github.com/wagslane;https://twitter.com/wagslane,
